AuthorName,TotalComments
HardcoreGamerAus,1
Wa Mburu,1
igor giuseppe,1
Facts be Alex,1
fcolecumberri,1
wolfflow,1
Peace,1
Lyrran,1
Voyager Rock,1
burnt,1
Dr Peter jones,1
mathgeniuszach,1
Adolf Poohtin,2
Land Locked,1
Artem,1
Sir Wrexes,2
AZwindowsexpert,1
MaybeAnonymous,1
Hakime Hamdouchi,1
G YTCommnts,2
Ky,1
Brodie Robertson,16
Clown Pill,1
Soochoup,1
Diego Brando,1
KeinNiemand,2
P Hill,2
Computer Crowd,2
HearMeOutGuy,1
joe hill,1
Ellenor Bjornsdottir,1
Tone Balone,1
cold water,1
Joel Joseph Reji,1
generally unimportant person.,3
altrogeruvah,1
Guillermo El Nino,2
Huey Dough,1
HISΞROD,2
256shadesofgrey,1
Evandroworks,2
SuperiorBacon,1
speedytruck,1
Helius Universe,1
john doe,6
Stef Myt,1
Jace Bennett,1
Hoefkens J.,1
AMOSNIMOS•COM,2
Randall Stephens,1
MikeslyMontague,1
Shambhav,1
Victor Rodriguez,1
Paste NML,2
pauljs75,1
Osaroki,1
George Albany,1
SomeDude,1
Max Arendorff,1
RushOrbit,1
TPE,1
Toby,1
TheChocolat Blanc,1
TrowGundam,1
LorenzoP,1
Amirhossein Alesheikh,5
Santa Cloudy,1
Michael McCarty,2
stallman-mania,1
Shangex,1
Milo,1
Brian Hayes,1
Eleanor Bartle,2
Ziggy,1
Crono OfMana,1
Hello World,2
Alter Alien,1
Piotr Masłowski,1
Asura,1
Mr Andersson,1
alexx128,1
John Smith,1
highly illegal pigeon,1
Undead_Ursine,1
Wijaya Wardana,1
Victoria P,1
Tor Djärv,1
BangMaster96,3
Jason Rist,1
Alex Gonzo,1
Etop Owertwon,1
Karl Billeter,1
Harry Tsang,1
Donald Mickunas,1
Diego Masotti,1
Mark Tomlin,1
fimmwolf Nope,1
CMDR Sweeper,1
casey206969,1
Aeden Spear,1
Ian Rolfe,1
Electric26 [STK],1
Anony Mousse,1
victornecromancer,1
unfa🇺🇦,1
Nene's Apostle [8th Apostle of the Twelve],2
MorphMV,1
MasterHigure,1
TeaMaster,1
Pixiesprinkle,1
Efaill,1
Paul Dufresne,1
RedBearAK,1
Peanut - INTP,2
nonetrix,1
Haskellerz,1
zekicay,1
Sigma,1
Joshix,1
T,1
S B,1
Zk Motivation,1
EX,1
voidz,1
I Really Really Really Really Like This Image,2
No tux no bux,2
Quinten,1
GameTec_live,1
myhandlehasbeenmishandled,1
وسيم العكاري,1
Nick Lesseos,1
veco,1
Miguel Guthridge,1
Nonsense,1
ニコ,1
NicoD's SBCs,1
K,1
Nomad,1
Zin Zhao,1
MadsterV,1
lolocan100,1
Sanjeev,1
Kazz Trismus,1
mitchmarq42,1
Tuncay D,3
Oggilein1,1
KMatias,1
kdcadet,1
YAMI,1
brunothedev,1
Arun Abraham,1
Stian,1
Tux,1
keeper,1
