UserId,replyCount,likeCount,publishedAt,UserName,text,authorChannelId,authorChannelUrl,isReply,isReplyToUserId,isReplyToName
UgxLMopo0ZDDZtOBMOF4AaABAg,0,0,2023-03-13T16:31:56Z,Prod. Ayler G,Fuck I downloaded that shit,UC9fXqrAGVAbzxS_1ArY7-Rw,http://www.youtube.com/channel/UC9fXqrAGVAbzxS_1ArY7-Rw,0,,
UgzE22niVn9ss0OdCNt4AaABAg,0,0,2023-03-10T04:42:39Z,kukukachu,"If you ever want to get something passed, just bring up the ""safety"" of the children....it's a tried and true method that has been used time and again to get the desired result that politicians and such want.",UCuLl0_BnrMfygw5xrSk6CAA,http://www.youtube.com/channel/UCuLl0_BnrMfygw5xrSk6CAA,0,,
Ugzy98vfLwbJRAHXAN54AaABAg,0,0,2023-03-09T13:59:15Z,Tortured,you know what would be more strange if u look at the code behind chatgpt's website,UCUnt6fF0TME07RF8RXtirCg,http://www.youtube.com/channel/UCUnt6fF0TME07RF8RXtirCg,0,,
UgxmNNwifzyW7UPLs4V4AaABAg,0,0,2023-03-09T08:20:49Z,TYRANT EXTERMINATOR,"“The welfare of the people in particular has always been the alibi of tyrants, and it provides the further advantage of giving the servants of tyranny a good conscience.”― Albert Camus",UCEvBen-pSGz7mNPItNJ2_PQ,http://www.youtube.com/channel/UCEvBen-pSGz7mNPItNJ2_PQ,0,,
UgxmTwzFTcgxe-JmOlh4AaABAg,0,0,2023-03-09T08:17:05Z,TYRANT EXTERMINATOR,I have NO ISSUES with TRUE PATRIOTS ACTUALLY DOING RIGHT of the PEOPLE and HACKING and EXPOSING ALL of these SATANIC NAZI WANNABE POWER HAPPY CONTROL FREAK HUMAN GIVEN government JOB TITLED TERRORIST TYRANT CRIMINALS.,UCEvBen-pSGz7mNPItNJ2_PQ,http://www.youtube.com/channel/UCEvBen-pSGz7mNPItNJ2_PQ,0,,
Ugz8k-vWFtn0RE8V9RN4AaABAg,0,0,2023-03-07T22:40:15Z,darling uwu,"imagine  working for the goverment by your hacking experience, and falling for a website scam, i have been using internet since 9 yo and never fall into nothing even if they try to",UC73fIjQO3daNwOYCN2SF_mg,http://www.youtube.com/channel/UC73fIjQO3daNwOYCN2SF_mg,0,,
Ugzj_Q5OLlCr0LiM1ah4AaABAg,0,0,2023-03-07T22:03:32Z,Will Shackelford,Sounds like a F.B.I problem I don’t feel sorry,UC9b5oh7aLR9lYzi_xJH_fkw,http://www.youtube.com/channel/UC9b5oh7aLR9lYzi_xJH_fkw,0,,
UgzFXZi01CqCAl0GoRN4AaABAg,0,0,2023-03-07T11:46:26Z,my phone,How is facebook allowing that ad campaign to run?,UCQ-sjhR1qssiz7dp2QpbMnw,http://www.youtube.com/channel/UCQ-sjhR1qssiz7dp2QpbMnw,0,,
UgwbjYFVlr32oRfuMhx4AaABAg,0,0,2023-03-06T18:28:26Z,Gojo Gojovski YT,"Everybody wants to get money, BUT.... everybody wants to scam to get money, which kids can get scammed too, that also gives a reason why kids don't see PC in their life",UCLVSEYTYBES296wfxkDESNg,http://www.youtube.com/channel/UCLVSEYTYBES296wfxkDESNg,0,,
UgyFOSMIO1U2SfU1H_N4AaABAg,0,0,2023-03-06T11:49:49Z,ThereIsNoCat,"The Play store is straight AIDS. Google does little to nothing to police it unless half the world screams about it. Which is exactly why I don't use the service anymore and don't keep a valid card on file. 

I'd encourage everyone to do the same. Because Google support -- is non existent. 

As to the FBI cutting corners? Sounds about right. They are one of the most incompetent and corrupt organizations the US has to offer.",UCjS81dA-3B_kCr5_cwk3NWg,http://www.youtube.com/channel/UCjS81dA-3B_kCr5_cwk3NWg,0,,
Ugxdv6mQr76rySUvZv54AaABAg,0,0,2023-03-06T04:23:06Z,Galatic_,3 us government agencies have been hacked within the last 2 week 💀💀💀,UC2eyFEAYj7AshHxZywTfAhg,http://www.youtube.com/channel/UC2eyFEAYj7AshHxZywTfAhg,0,,
UgzVTXGPPv-B-e-LjHF4AaABAg,0,0,2023-03-06T01:23:38Z,Lara Kroft,What's a Hiatus that if I start the video,UCLA1X_iYEjpHx8O_VkXXFEw,http://www.youtube.com/channel/UCLA1X_iYEjpHx8O_VkXXFEw,0,,
UgzjwA3y6MyN2HaP1AB4AaABAg,0,2,2023-03-05T22:45:52Z,Christian Bretschneider,"""They should have used chat GPT"" 😅",UCwP6c1AX5PQkxcAxrjVs5ww,http://www.youtube.com/channel/UCwP6c1AX5PQkxcAxrjVs5ww,0,,
UgwcsIu4PLZJ1tT0YEx4AaABAg,0,0,2023-03-05T22:43:05Z,HadesButYouTube,If WhatsApp and iMessage (and any other major apps in the UK) both said they would walk as well it could probably be enough to stop the bill.,UCz2C3_Q83pFMy1d3cEg3a8A,http://www.youtube.com/channel/UCz2C3_Q83pFMy1d3cEg3a8A,0,,
UgxskVQmZNVCHtCZXYN4AaABAg,0,0,2023-03-05T09:00:11Z,Gareth de-Witt,Why am I not surprised,UCHLFS2LMHb8ZUMEw3O9OE-g,http://www.youtube.com/channel/UCHLFS2LMHb8ZUMEw3O9OE-g,0,,
