UserId,replyCount,likeCount,publishedAt,UserName,text,authorChannelId,authorChannelUrl,isReply,isReplyToUserId,isReplyToName
UgyssaDHh4dHW9fwvQV4AaABAg,1,1,2023-03-12T18:35:14Z,Riael Kratek,If I had the credits I'd try to teach it a fictive programming language and see if it can give me outputs with that language,UCjLLVeVQKjlcazI13CTAx8w,http://www.youtube.com/channel/UCjLLVeVQKjlcazI13CTAx8w,0,,
UgyssaDHh4dHW9fwvQV4AaABAg.9nAFU0lzjR_9nAK2FvXDUk,,0,2023-03-12T19:15:08Z,Embrace The Red,"That’s a fun idea! 

The free ChatGPT Web UI version should allow you to experiment quite a bit. Or would you want to use the API? I think there also free credits for the API.",UCSwcJXQWE6GWu9IKc0QwO5g,http://www.youtube.com/channel/UCSwcJXQWE6GWu9IKc0QwO5g,1,UgyssaDHh4dHW9fwvQV4AaABAg,Riael Kratek
UgxVqTurJuT2m9eT-5d4AaABAg,0,0,2023-03-12T17:53:17Z,getl0st,No one wants to see what happened when I asked ChatGPT to Masterbate 😱,UC-oPxkh71HkG6Lyhgm8_CPQ,http://www.youtube.com/channel/UC-oPxkh71HkG6Lyhgm8_CPQ,0,,
Ugz_eHmzzZSREppjqpt4AaABAg,1,0,2023-03-12T13:24:29Z,championchap,"""Hey AI, read this spec and imagine that you are the program that fulfils the requirements perfectly. Now take this input, what's the output?""
There's gonna be no jobs left soon. _Very_ soon.",UC3s-RqoR88AK5_WXrFgjP4w,http://www.youtube.com/channel/UC3s-RqoR88AK5_WXrFgjP4w,0,,
Ugz_eHmzzZSREppjqpt4AaABAg.9n9guw9HlKx9n9mgUkA1JA,,0,2023-03-12T14:14:56Z,Embrace The Red,"Good point. It’s likely a transition from telling computers how to do something, to telling them what they should do.",UCSwcJXQWE6GWu9IKc0QwO5g,http://www.youtube.com/channel/UCSwcJXQWE6GWu9IKc0QwO5g,1,Ugz_eHmzzZSREppjqpt4AaABAg,championchap
Ugx-39Em4SQFOnPXUW54AaABAg,1,0,2023-03-12T05:30:16Z,Josh Cantrell,I’m so happy we’re on our way to general intelligence,UCgu5mfT_KR59jghyykWpd0Q,http://www.youtube.com/channel/UCgu5mfT_KR59jghyykWpd0Q,0,,
Ugx-39Em4SQFOnPXUW54AaABAg.9n8qdlFSCe69n9mqP2Hh-A,,0,2023-03-12T14:16:17Z,Embrace The Red,A step closer to singularity,UCSwcJXQWE6GWu9IKc0QwO5g,http://www.youtube.com/channel/UCSwcJXQWE6GWu9IKc0QwO5g,1,Ugx-39Em4SQFOnPXUW54AaABAg,Josh Cantrell
UgyF5yLk4SWXQB2vM4t4AaABAg,1,1,2023-03-12T05:06:50Z,Jonathan Davis,I legit thought you were going to do an sql injection attack on ChatGPT. :D,UCe_ftXaZ8WQd1D9AqAL4ASg,http://www.youtube.com/channel/UCe_ftXaZ8WQd1D9AqAL4ASg,0,,
UgyF5yLk4SWXQB2vM4t4AaABAg.9n8ny7aeHr-9nAK9Td51MG,,1,2023-03-12T19:16:07Z,Embrace The Red,Not quite. 🙂 Thanks for the comment.,UCSwcJXQWE6GWu9IKc0QwO5g,http://www.youtube.com/channel/UCSwcJXQWE6GWu9IKc0QwO5g,1,UgyF5yLk4SWXQB2vM4t4AaABAg,Jonathan Davis
UgwECvdws5uuv2mz-KJ4AaABAg,2,1,2023-03-11T21:51:16Z,Heffalompen,"ChatGPT solved 3 problems I had in FreeBSD which I didnt know an answer to and adviced me some stuff that made stuff a lot easier. Asked it to explain it to me why and how with a long answer and got an ""essay"" with solutions and tips and tricks. insane.",UC35uAAnadEvfy4EfbRj2hww,http://www.youtube.com/channel/UC35uAAnadEvfy4EfbRj2hww,0,,
