UserId,replyCount,likeCount,publishedAt,UserName,text,authorChannelId,authorChannelUrl,isReply,isReplyToUserId,isReplyToName
Ugz7AmXj9q3Agk7fBbl4AaABAg,0,0,2023-03-13T01:38:35Z,Macrus,"If you wanted to train the AI how to make human web developers obsolete, how would you go about doing that?",UCnAmgaZgNwTHtbRhhxrBjBQ,http://www.youtube.com/channel/UCnAmgaZgNwTHtbRhhxrBjBQ,0,,
UgxQzBWH2oNDOgW4oKB4AaABAg,0,0,2023-03-12T05:13:05Z,EliteFusionZ,How are you able to access new folders and scripts and even the extensions at 4:00? mine doesn't look like that. Is it because you have a purchased version of visual studio?,UCH7EJ95yhiIdGvDBs6i8C0w,http://www.youtube.com/channel/UCH7EJ95yhiIdGvDBs6i8C0w,0,,
Ugxby7fPt_uwdRvdDSZ4AaABAg,0,0,2023-03-08T20:13:54Z,Herobrine Gamer// AdrianHG,"What i notice a lot is the question ""Will AI replace the jobs?"", and the answer to that is... not really. What people dont see is that AI can be the best assist tool for the jobs (or practically anything). Humans have the weakness of making mathematical errors and having limited speed of work process. Meanwhile AI has exactly that advantage, but has a weakness of lack of understanding context (and some other errors/flaws), which, you guessed it, is where humans have the advantage. 

Both have the advantage where other has weakness, which is exactly why having a human work along with AI is the potential used to its fullest. The virtually unstoppable duo with possibly no weaknesses if working together.

Hell, lets even go to the currently controversial topic of AI art. People treat it as stolen work that has no soul, but dont realize that the AI generated images work as the perfect template/reference/inspiration for the artist to create something. This is also the example of AI and person covering each other's weaknesses, since AI can generate the image that looks extremely good and shows creativity, but it lacks understanding of detail (as seen if you zoom the images on certain objects), which again, is where humans have strength. 

The main problem here is people completely misunderstanding this new technology that they dont see the potential within it just because they watched too many science fiction movies. I personally cant wait what future holds for us, but one thing is for sure: AI is the future",UCJu1653CDcBwlJdEnVJhDIQ,http://www.youtube.com/channel/UCJu1653CDcBwlJdEnVJhDIQ,0,,
UgxyLPko3J46mC0Gp-x4AaABAg,0,0,2023-03-06T05:21:32Z,Ajama,How do I use chatgpt for a website business,UCkuJG7ij4HJM8gCZrc681lw,http://www.youtube.com/channel/UCkuJG7ij4HJM8gCZrc681lw,0,,
Ugw2JKtb5TzoKODO2RF4AaABAg,0,0,2023-03-05T22:00:06Z,Sergio Arrighi,"This is a pain to watch 😂
Js generating html is so early 2000s.
Stick to using chatgpt as you would use stack overflow, that's how far it can go. Also it is currently stuck in 2021",UCiksp0MytvCQ9XtXyqchstw,http://www.youtube.com/channel/UCiksp0MytvCQ9XtXyqchstw,0,,
UgyB6n7_5j8y_z-wSgx4AaABAg,0,1,2023-03-05T19:06:12Z,tigrey tigrey,"Your name is super racist bro. Seriously? ""White"" as your last name? Please consider changing this in the future. Other than that your content is great.",UCNVaDBsQg00UsZXS1plYKhg,http://www.youtube.com/channel/UCNVaDBsQg00UsZXS1plYKhg,0,,
Ugxs5yT4afi7IzfOBhd4AaABAg,0,0,2023-03-05T17:18:26Z,Angela Williamson,Smart idea I never seen this before good job ..( having a membership YouTube  channel) just brilliant...very  Intrigued wow really great idea,UCj_xmc2DQbYfXAR9eNL9XrA,http://www.youtube.com/channel/UCj_xmc2DQbYfXAR9eNL9XrA,0,,
UgwP1Hhr-uk_MhpOl-t4AaABAg,0,1,2023-03-04T20:35:44Z,abdul majeed,"Your video was great! Stay ahead of the technology trend with the Chrome extension ""Ultimate Gpt Toolbar"", complete with voice control of GPT, the option to export to Word and PDF, and over 200 prompts. It had a huge success with 10,000 downloads in a single day.",UC0P-6X8gRPsBEqkTPG3T6pg,http://www.youtube.com/channel/UC0P-6X8gRPsBEqkTPG3T6pg,0,,
UgxPFbeQfIhINc_dAu54AaABAg,0,0,2023-03-04T15:25:56Z,Vivek Pal,Bro your digital clock is distracting from front camera view.,UCLg5soyKTQyz3quaGs0IkRw,http://www.youtube.com/channel/UCLg5soyKTQyz3quaGs0IkRw,0,,
Ugx_8uq3gJgioCJt0o54AaABAg,0,0,2023-03-04T11:54:02Z,Ian Graham,"It's not that simple, to get any decent kind of website, you are going to suffer through chatgpt 😄",UCnFVzbIj2q1Mg5kZcLGUEbA,http://www.youtube.com/channel/UCnFVzbIj2q1Mg5kZcLGUEbA,0,,
UgzADIWjb7dSQ0ydOF54AaABAg,0,1,2023-03-04T08:53:48Z,Knowledge_tip,"Your video was topnotch! Keep up with the latest advancements with the ""Ultimate Gpt Toolbar"" for Chrome, featuring voice control of GPT, Word and PDF export options, and more than 200 prompts. It saw 10,000 downloads in just 24 hours.",UCs7aTS7-t5DW3oG-0T3miwQ,http://www.youtube.com/channel/UCs7aTS7-t5DW3oG-0T3miwQ,0,,
UgyRWAzcrEq65-TPzOV4AaABAg,0,1,2023-03-04T08:53:06Z,Aejaz Ali Official,"Your video was outstanding! Stay ahead of the competition with the Chrome extension ""Ultimate Gpt Toolbar"", equipped with voice control of GPT, the ability to export to Word and PDF, and over 200 prompts. It had a huge success with 10,000 downloads in just one day.",UCrpph6WP5hbOSM7Sb9EqXkw,http://www.youtube.com/channel/UCrpph6WP5hbOSM7Sb9EqXkw,0,,
UgzKzeA2Wdr76Y8HgoR4AaABAg,0,1,2023-03-03T15:50:41Z,ShadowDog,Theres an extension for chatgpt in vscode. Its pretty good too,UCir7nRdAJ5APLksZunDzzPw,http://www.youtube.com/channel/UCir7nRdAJ5APLksZunDzzPw,0,,
UgwYZJy4LRPpRtX_xgF4AaABAg,0,0,2023-03-02T13:22:55Z,N P,"You should have a proper knowledge beforehand to make this work, In my opinion Braina Chat AI worked really well for me in such scenarios!",UCCkOg_JAQNQ0P_xL-Y_FivQ,http://www.youtube.com/channel/UCCkOg_JAQNQ0P_xL-Y_FivQ,0,,
UgyyrRDx8uADhMkdgT54AaABAg,0,0,2023-03-02T00:04:40Z,Rason Truss,Amazing presentation,UCj-gF1s8eZZeFIt1WvN2asg,http://www.youtube.com/channel/UCj-gF1s8eZZeFIt1WvN2asg,0,,
Ugw7bpSgo1L5nhXs0bB4AaABAg,0,0,2023-02-28T20:42:20Z,DEVZE,How to put file into browser?,UCQx4TGJIQpp4egAzeSzca_g,http://www.youtube.com/channel/UCQx4TGJIQpp4egAzeSzca_g,0,,
UgxsAiWegWMZh1sejXd4AaABAg,0,0,2023-02-28T20:16:49Z,Ethan,nbc news how many times are you going to link to this video,UCvVa56kltJQrwbER3D3EBvw,http://www.youtube.com/channel/UCvVa56kltJQrwbER3D3EBvw,0,,
UgzUKK9cPpqBi64qB1N4AaABAg,0,0,2023-02-28T05:16:51Z,Eftichios Karavasilis,"Imagine if the us govt had access to chatgpt, they could have built a functioning website for obamacare!!",UCAITBNCjDxMXSkTEuwcloOw,http://www.youtube.com/channel/UCAITBNCjDxMXSkTEuwcloOw,0,,
UgwBSDhGGVJV61FR3E14AaABAg,0,0,2023-02-27T09:07:20Z,brian ochieng,"LOL, I love this thing",UCpaCAYckDcBHca1C6eoX1Yw,http://www.youtube.com/channel/UCpaCAYckDcBHca1C6eoX1Yw,0,,
UgxNiCMQJ_ecv__u_G94AaABAg,0,0,2023-02-26T22:29:51Z,sun31416,Thanks for the video. Wondering if it will be even easier if you use GitHub Copilot or OpenAI Codex? Would be nice if you can make a video using these other tools for the same project...,UClcWrLD6a633ukzjUp0UH0w,http://www.youtube.com/channel/UClcWrLD6a633ukzjUp0UH0w,0,,
Ugz6nBa5Q8S6Y0slDy94AaABAg,0,0,2023-02-26T07:43:11Z,The Doctor,"How do you avoid inconsistencies in CPU memory? And the annoying ""Too many requests in 1 hour. Try again later."" error?",UCqPiCyjgY_RbmmnEcDMas8A,http://www.youtube.com/channel/UCqPiCyjgY_RbmmnEcDMas8A,0,,
UgyEEpQVQoHVrbf8a3F4AaABAg,0,0,2023-02-26T02:05:50Z,Casino Business,I am curious if one can create a fully functional game app with ChatGPT,UCiOTIyg3ep1XkTU8tJTIFgg,http://www.youtube.com/channel/UCiOTIyg3ep1XkTU8tJTIFgg,0,,
Ugw_vFTwX0-9dknLSJ94AaABAg,0,0,2023-02-25T23:08:25Z,Étienne de Gaulle,"I've been using Chat GPT to learn Polish and Swift. It's been great for both, especially when you learn the tricks for asking it questions in the right way.",UCTRjqO8yvyB_oPM9_Msweeg,http://www.youtube.com/channel/UCTRjqO8yvyB_oPM9_Msweeg,0,,
UgxvgxEfA7zZTaU-S254AaABAg,0,0,2023-02-24T17:23:55Z,Connor Gardner,What compiler is this?,UCkSQHVEIZKILGT7mzQiBDbA,http://www.youtube.com/channel/UCkSQHVEIZKILGT7mzQiBDbA,0,,
UgwJRacS8UcK4lr4S2Z4AaABAg,0,1,2023-02-24T10:57:58Z,Ty Lee,"RIP AI MAKING AN AI
G.G.",UCBAfdJxgZclvWeRjxYtYYLw,http://www.youtube.com/channel/UCBAfdJxgZclvWeRjxYtYYLw,0,,
