UserId,replyCount,likeCount,publishedAt,UserName,text,authorChannelId,authorChannelUrl,isReply,isReplyToUserId,isReplyToName
UgwgnTvNHdpzvXTLDvt4AaABAg,0,0,2023-03-14T09:28:32Z,Ricardo Jorge,I ran up the football just to see the AI fail,UCrayOXD18xprJGRKifGj6UA,http://www.youtube.com/channel/UCrayOXD18xprJGRKifGj6UA,0,,
Ugz1ZPmEttE_GOqsN_R4AaABAg,0,0,2023-03-13T19:24:18Z,Lying Cat,I am not a Chat Bot… prove me wrong! ;),UCFCrDrGvRu4KFewHOGoGQKA,http://www.youtube.com/channel/UCFCrDrGvRu4KFewHOGoGQKA,0,,
Ugxo9yD6lEbIPDXvLRJ4AaABAg,0,0,2023-03-13T16:42:16Z,Dave H,Academia: Should we reform higher education so that people can't cheese their way through a degree with an online chatbot and teach useful skills? No. It's the children who are wrong.,UCwAo38SSrahzJclcwPJwyRw,http://www.youtube.com/channel/UCwAo38SSrahzJclcwPJwyRw,0,,
UgyrnVQy3CiAfAnmtzt4AaABAg,0,0,2023-03-13T15:29:14Z,ALX,"Actually proving that a given text was written by AI with any meaningful certainty is fundamentally impossible, because the same output could have been created by a human.",UCtODYan5VHaXT9oDXYOhwCg,http://www.youtube.com/channel/UCtODYan5VHaXT9oDXYOhwCg,0,,
UgxotAI6FoIM7yNRnP14AaABAg,0,0,2023-03-13T12:31:54Z,Volodya Dykun,"You'll probably enjoy article You Are Not a Parrot by Elizabeth Weil at New York about Emily M. Bender. I read it and it's just great. It's also about distinction between human and AI, what language models are and why we are creating them",UCrLrO5dN2QoqQOhV8qyAePw,http://www.youtube.com/channel/UCrLrO5dN2QoqQOhV8qyAePw,0,,
Ugzcqb4FwEEOU5kkU5J4AaABAg,0,0,2023-03-13T07:06:31Z,Devarshi Hazarika,put it to deepl get it translated to bunch of languages and then put it through gramerly,UCLEWkg8vn7o5PLtylrhB8rw,http://www.youtube.com/channel/UCLEWkg8vn7o5PLtylrhB8rw,0,,
UgyJtXspixTvNoSwnIx4AaABAg,0,0,2023-03-13T03:27:41Z,Edelweiss Tomner,Why not accept that people will use these tools like people use calculators to do arithmetic. Why have a cat and mouse game in education? Invest in creating competent productive graduates using these tools in the classroom and collectively learn from it's outputs. Adversarial education is a just a foolish game.,UCkvLDVpcU69oPTepUTtPBrw,http://www.youtube.com/channel/UCkvLDVpcU69oPTepUTtPBrw,0,,
Ugz3OFuPAN99bm3YPMl4AaABAg,0,1,2023-03-13T01:47:13Z,Emmett Jaakkola,the problem with this solution is that these ais that are open source are just going to be used instead and there will be no way to control their output since they are owned by the community...,UCRwFf_mp6OKBATI9yvV4c0w,http://www.youtube.com/channel/UCRwFf_mp6OKBATI9yvV4c0w,0,,
UgyyD915fP-0Z1sWdYp4AaABAg,0,1,2023-03-13T01:43:08Z,Emmett Jaakkola,"I see, so the ai will just run and check the percentages of all the red and green words used and use that to predict if it was ai generated or not...",UCRwFf_mp6OKBATI9yvV4c0w,http://www.youtube.com/channel/UCRwFf_mp6OKBATI9yvV4c0w,0,,
UgyJCVLA3misTFaCJ4t4AaABAg,0,0,2023-03-12T19:53:35Z,Certyfikowany Przewracacz Hulajnóg Elektrycznych,An ant might have written about running up the football.,UChPIzT9NjxakzY_vvUoUf5Q,http://www.youtube.com/channel/UChPIzT9NjxakzY_vvUoUf5Q,0,,
UgxqfsoBwTkjIIOkO6B4AaABAg,0,0,2023-03-12T16:30:19Z,SgtSupaman,"I ran up the football field.

You didn't say the next word had to be the end of the sentence, so it is usable.",UCtTJf2p92LQRW6Bt5ZcyOUw,http://www.youtube.com/channel/UCtTJf2p92LQRW6Bt5ZcyOUw,0,,
UgxvoplBT7Cv5ytgguV4AaABAg,0,0,2023-03-12T14:12:03Z,Damir,"If you use GPT to legitimately learn about stuff, don't you end up using lots of 'red' words in your essays?",UClqsZWvpuo6LqK9QAK_w-ZA,http://www.youtube.com/channel/UClqsZWvpuo6LqK9QAK_w-ZA,0,,
Ugy2i0OPH4fXonD8zJx4AaABAg,0,1,2023-03-12T14:08:53Z,High DDT,I think a breakdown of why the technology is overhyped is important because there’s a lot of starry-eyed wild speculation  about the potential going on right now which could use a bit of bubble bursting.,UC87heWSEHmXX_9SuMPBs6YA,http://www.youtube.com/channel/UC87heWSEHmXX_9SuMPBs6YA,0,,
UgyX8DiQBFs8OjLVSGl4AaABAg,0,0,2023-03-12T12:18:06Z,Elektronikk-Service Johan Helge Bogfjelldal,The result of this will be that you give the AI an unwanted bias.,UCDKRjynWQijhMOAbzcDIBJg,http://www.youtube.com/channel/UCDKRjynWQijhMOAbzcDIBJg,0,,
UgwSmyydiUMzs91ktdx4AaABAg,0,0,2023-03-12T11:28:47Z,Henry Tompkinson,"I understand the idea, but why would any chatbot implement this anti-cheat feature?",UCNEETjCf-kKPu5L6CfZDyUA,http://www.youtube.com/channel/UCNEETjCf-kKPu5L6CfZDyUA,0,,
UgxGZDx7_89zwqti4tN4AaABAg,0,0,2023-03-12T09:56:00Z,Tangent Fox,This presenter clearly is having difficulty presenting this topic.,UCVTar-Meaqbtb59D6t-eF1A,http://www.youtube.com/channel/UCVTar-Meaqbtb59D6t-eF1A,0,,
Ugy0-7JT_Z_ysG5ihR54AaABAg,0,0,2023-03-12T09:35:26Z,Connoisseur of Cookies,"The discourse around ChatGPT reminds me of when the Google search engine was in its infancy, people were panicking because students could ""just Google the answer"" and effectively bypass ""proper research.""

As it turns out knowing how to use a search engine properly is now a staple in every researcher's toolset.",UC9MO45xEPLV-bbmhR6Q0fig,http://www.youtube.com/channel/UC9MO45xEPLV-bbmhR6Q0fig,0,,
Ugx84z6Kj-O4_-Am-7h4AaABAg,0,0,2023-03-12T05:43:36Z,J Boss,"How about just have the Professors guide the students about how to produce new knowledge? That way no AI can help you, since it's new knowledge. You should use AI to realize gettings students to repeat other academics at home and then give it to you as an essay is a waste of academic resources. Change your paradigm. Dedicate to producing new knowledge 100% of the time.",UCwI0ximNdTeVGDjZzdKvPEg,http://www.youtube.com/channel/UCwI0ximNdTeVGDjZzdKvPEg,0,,
UgyHnWAQLUZ0X9pA7614AaABAg,1,0,2023-03-12T05:12:54Z,God Supports Abortion. Numbers 5:11-31,"It's pretty easy to mask a ChatGPT essay. First make sure the prompt has enough modifiers for your specific situation. Delete the first sentence of every paragraph (the first, second, finally sentences) then insert some references to things your instructor talked about. Boom, heartfelt and thoughtful.",UCugSNNW9DeNF7ekzVKzNgsA,http://www.youtube.com/channel/UCugSNNW9DeNF7ekzVKzNgsA,0,,
UgyHnWAQLUZ0X9pA7614AaABAg.9n8oeXVTYYo9nC7DTzacFe,,0,2023-03-13T12:01:33Z,Archibald Hoffman,interesting,UCMst24Jzz5u5C5fb67jkKWA,http://www.youtube.com/channel/UCMst24Jzz5u5C5fb67jkKWA,1,UgyHnWAQLUZ0X9pA7614AaABAg,God Supports Abortion. Numbers 5:11-31
UgwBA91ne-VRrDcQSDt4AaABAg,0,0,2023-03-12T02:52:43Z,Kristian,9:53 I didnt even understand you said «Barack» so no clue that «Obama» would be the next word,UCUODGSzJBib05Xacz-c-62A,http://www.youtube.com/channel/UCUODGSzJBib05Xacz-c-62A,0,,
UgwAYFC61uX2atw1JJR4AaABAg,0,0,2023-03-12T00:19:21Z,dmdjt,"Isn't it pretty easy to """"remove"" such a watermark by randomly replacing words with synonyms?
Or at least use a smaller language model, that is trained in reformulating sentences...",UCk6y2VM9hrxJEr9zk5zRcKw,http://www.youtube.com/channel/UCk6y2VM9hrxJEr9zk5zRcKw,0,,
UgxNUgGk_yQQXLJtzp94AaABAg,0,0,2023-03-11T21:50:58Z,Sine Nomine,"I would assume ""I ran up the stairs"" is more likely than ""I ran up the slope"" but maybe that's because I like to live dangerously.",UCHqOloVvhTVrxCfblpbaD7A,http://www.youtube.com/channel/UCHqOloVvhTVrxCfblpbaD7A,0,,
UgzMBeQOu2MhRJ0rpA14AaABAg,0,0,2023-03-11T11:49:01Z,Nicolas Dabreo,"""I ran up the football pitch""",UCL0rBeIZ-1W8Zogjd49ojgQ,http://www.youtube.com/channel/UCL0rBeIZ-1W8Zogjd49ojgQ,0,,
UgxdGaCDViMegDwgFPV4AaABAg,0,1,2023-03-11T10:42:18Z,christopher walker,How many characters long passwords do you use,UCbghbRiM-ZwvDZGnxV-4abg,http://www.youtube.com/channel/UCbghbRiM-ZwvDZGnxV-4abg,0,,
Ugxd9FfHnqOfeHJx8Hp4AaABAg,0,0,2023-03-11T08:52:32Z,Pixelation,"Not selling me on this one, too much what-if-ses and supossisions, one simple human change in the input and tid doesn't work anymore.",UCXIqwWY4X-vPVKpMOkFNgpg,http://www.youtube.com/channel/UCXIqwWY4X-vPVKpMOkFNgpg,0,,
UgyGDouf6CThpqir1Y14AaABAg,0,0,2023-03-11T01:02:59Z,Twin Steel,It’d be interesting to see how rubbing output thru a syntax obscurer would affect this,UCU0vXrNAFY0avwCEDm86KSA,http://www.youtube.com/channel/UCU0vXrNAFY0avwCEDm86KSA,0,,
UgyUuFsYEkbr7dTmvnJ4AaABAg,0,0,2023-03-10T15:35:29Z,Immunity Gaming,"So to know if it is written by an AI, you need to change the AI? 🤔",UCP0gHEVaHb7DFDQVAT4f8Mg,http://www.youtube.com/channel/UCP0gHEVaHb7DFDQVAT4f8Mg,0,,
Ugy8oiEUvtL8QLTvpYJ4AaABAg,0,0,2023-03-10T09:31:25Z,GroockG,"Feels like the education system needs a rethink. Students have been treated like robot vessels for so long, now the robots are actually out producing them. Surely now is the time to teach creativity to humans.",UCY3C4QQZV8zUlMD6ILF6Sbg,http://www.youtube.com/channel/UCY3C4QQZV8zUlMD6ILF6Sbg,0,,
UgzPzXLs4OI0uEZovNJ4AaABAg,0,0,2023-03-10T03:04:36Z,Monty Ferguson,Let me get through college before you all start jacking with chatGPT.,UCIQcRH4kXZwWlPChV0vMOMA,http://www.youtube.com/channel/UCIQcRH4kXZwWlPChV0vMOMA,0,,
UgyeP7lbqjoMVpWSBu94AaABAg,0,0,2023-03-10T00:37:19Z,Marky P,"BUT…if this is done, and one can check to ensure it is/is not likely AI generated. 
Then the ‘author’ can run it through the system, and then change a bunch of red words/synonyms. 

An easy way to do this might be to translate something to another language, then back to English, and check it reads ok. Done.",UCUrKNmz3GORP702qVxOf90A,http://www.youtube.com/channel/UCUrKNmz3GORP702qVxOf90A,0,,
UgwOXR9KmX5esNoKLBd4AaABAg,0,0,2023-03-09T20:37:13Z,Manuel,😅we almost always had to do a presentation alongside an essay. I don`t think large language models will actually hurt learning. Universities just need to introduce their student to work with the AI.,UChWg-vxV8pcQsp2awyVowtg,http://www.youtube.com/channel/UChWg-vxV8pcQsp2awyVowtg,0,,
UgyuQ_ciWcLJIJDKuB54AaABAg,0,0,2023-03-09T18:42:22Z,Kyle Spencer,"The cheater would not need to change a lot of words, Since the hashing function takes into account a few preceding words, changing the first few words of each sentence or paragraph would be enough. Or better yet, one could design a browser add-on that does this automatically on the chatgpt website. This will ultimately devolve into a cat and mouse game.",UCPbzAd95sPENwjIlQk0udCQ,http://www.youtube.com/channel/UCPbzAd95sPENwjIlQk0udCQ,0,,
Ugz6C6_g5VtZ_5fviXJ4AaABAg,0,0,2023-03-09T17:46:19Z,Pratik Kóré,two choices: educational reform or cryptography flex,UCMSty3J6XDNRml0YiVdzM_Q,http://www.youtube.com/channel/UCMSty3J6XDNRml0YiVdzM_Q,0,,
Ugy-gpNdm6z9Tz1RiGt4AaABAg,0,0,2023-03-09T14:48:07Z,Aa Di,"I made my university php project using chatgpt..  it did certainly help with debugging the code and suggested correct solutions with explanations.. But many times, it kept suggesting to me a solution that did not seem to work.. and it made me go back and forth providing the same code over and over again.. I would spend hours trying to make it understand the problem.. and in the end it would turn out to be a simple fix as easy as 1 2 3..",UCMdjJVV_ozT9hmqZmH1i6Ng,http://www.youtube.com/channel/UCMdjJVV_ozT9hmqZmH1i6Ng,0,,
Ugy_hrx8n1DnpOK6l2t4AaABAg,0,0,2023-03-09T09:55:56Z,Kutulu,Writing an algorhytem to detect ai generated things remindes me of the Voight-Kampff test from Blade-Runner,UC_9ENGzenmpF9eNsFK1-ZPw,http://www.youtube.com/channel/UC_9ENGzenmpF9eNsFK1-ZPw,0,,
UgxqweOqQpuAvYhRnEF4AaABAg,0,0,2023-03-09T01:04:52Z,tangente00,There are already other tools in which you feed your AI generated text to alter it and avoid detection.,UCWvr2vauhRihYdF8vMrbq6A,http://www.youtube.com/channel/UCWvr2vauhRihYdF8vMrbq6A,0,,
UgxGUNgK7jZ9dds7xAZ4AaABAg,0,0,2023-03-08T23:25:08Z,AlberioOrion,"""I ran up the football pitch and scored the winning goal!""
Shoulda gone with something ridiculous like a past tense verb mate, ""I ran up the showered"" or something.
Nice video though, I've watched it twice.",UCDefo2QxVMHX1T7WXrWWCbg,http://www.youtube.com/channel/UCDefo2QxVMHX1T7WXrWWCbg,0,,
Ugwzed2Nw3m0XjIfehR4AaABAg,0,0,2023-03-08T22:50:41Z,val see,"congrats,  the state of the art is a glorified hash.  
changing a single is word,  phrase,  or sentence order won't break that ever.  poorly defined dichotomy mechanics will lead to more false positives than confident detections.",UC02H-aMqPP-WVe4NinjqEtA,http://www.youtube.com/channel/UC02H-aMqPP-WVe4NinjqEtA,0,,
Ugyc4hHQwDICm9t27o14AaABAg,0,0,2023-03-08T16:47:48Z,logic314,"I am about 20 years past acedemics. That beeing said, I have gotten better mentoring from chatgpt than any teacher up until collage level.",UCvFpn2jO0QCEDhEkAOotO8A,http://www.youtube.com/channel/UCvFpn2jO0QCEDhEkAOotO8A,0,,
UgwVmRm_e8lM4LKA99d4AaABAg,0,0,2023-03-08T13:16:07Z,VBX MTxMA,use chat gtp--. send to quillbot --> changed!,UC8NY9ZitbroLxghm1E5Tamw,http://www.youtube.com/channel/UC8NY9ZitbroLxghm1E5Tamw,0,,
UgwUQjG8zY_eK_J279J4AaABAg,0,0,2023-03-08T03:02:29Z,Magic Plants,great!,UCL6pybpTInfBmyTR1RKOxUg,http://www.youtube.com/channel/UCL6pybpTInfBmyTR1RKOxUg,0,,
UgyNdcD6V5ss6FtTEFZ4AaABAg,0,0,2023-03-07T23:25:02Z,saf,The real business opportunity here is to make the generation free but charge for an API that checks if something is generated. You would get institutions who pay for this.,UCUvgYi_Evj1CcfaDIY4BsUw,http://www.youtube.com/channel/UCUvgYi_Evj1CcfaDIY4BsUw,0,,
UgwNYaeK2FC_tkUodQR4AaABAg,0,0,2023-03-07T21:41:30Z,Lord Vader,"We need to stop saying ""people need to adapt to this tech"" and actually start formulating solutions on how to adapt to this tech.",UCWJbr0JTjP0elfgin1Z4OOg,http://www.youtube.com/channel/UCWJbr0JTjP0elfgin1Z4OOg,0,,
UgzKkTexf3eLf0C170Z4AaABAg,0,0,2023-03-07T20:37:13Z,KaragozTheLow,this is very similar to cheat detection in chess!,UCldiOtLWM7GQS9bFxjp_dEg,http://www.youtube.com/channel/UCldiOtLWM7GQS9bFxjp_dEg,0,,
UgxFfN-aCbAQMKRl76N4AaABAg,0,0,2023-03-07T19:20:27Z,Richard Bloemenkamp,"I ran up the football. There, now at least one person in the history of mankind has used that sentence and I don't care if Dr. Pound considers me to be stupid.",UCjfmTJN8bXSwlsesz_4ti3w,http://www.youtube.com/channel/UCjfmTJN8bXSwlsesz_4ti3w,0,,
UgwwwA0ATZIp6M7Wo3t4AaABAg,0,0,2023-03-07T18:59:18Z,Felix Merz,"I ran up the football.
Hope gpt4 picks this up.",UCowEWkocYiTQLDXPfaImMZg,http://www.youtube.com/channel/UCowEWkocYiTQLDXPfaImMZg,0,,
UgxJyRhFnP5JelV_zgF4AaABAg,0,0,2023-03-07T17:43:31Z,Floor the Gas,Mary Land,UCVxkj-TrKlwqb6SAGyKTlRA,http://www.youtube.com/channel/UCVxkj-TrKlwqb6SAGyKTlRA,0,,
UgzFgHmXSB2SQ45orOx4AaABAg,5,61,2023-03-07T16:24:19Z,JJ ceo,"I love how teachers first responses are to change the world, rather than change their testing strategies.",UCb_kppqvA-87wp7HbPN6Bnw,http://www.youtube.com/channel/UCb_kppqvA-87wp7HbPN6Bnw,0,,
